id,column,annotation
7309917666364493057.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a close-up shot with text overlay, but it's difficult to determine the exact scale due to the blurred background and lack of clear subject focus.)"
7309917666364493057.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot as it shows a building with text on it and some background details, but the subject is not clearly visible due to the angle and resolution.)"
7309917666364493057.mp4_scene_13,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an aerial view of a building with some text overlaying it. It is difficult to determine the exact shot scale without more context or visual information about the subject within the frame.)"
7309917666364493057.mp4_scene_25,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as a specific shot scale."
7307624697146068225.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"(Medium full shot, 'The subjects are fully visible from the knees up and the background includes a vehicle and part of the sky.')
(Medium full shot, Subjects are framed from the knees up with the vehicle in the background, indicating a medium full shot.)"
7307624697146068225.mp4_scene_11,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment, which is a map with text overlay.)"
7307624697146068225.mp4_scene_11,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment, which is a map with text overlay.)"
7307624697146068225.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, there are some text and a logo present, which could suggest that it might be a title screen or an introductory shot. Without more context or visual elements, it is difficult to classify the shot scale accurately."
7307624697146068225.mp4_scene_20,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The provided image does not contain any discernible subject or focus and shows only a dark, blurred background with some text overlay. It is difficult to determine the shot scale without more visual information."
7307624697146068225.mp4_scene_52,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an infographic with text and maps, which makes it difficult to classify as a traditional shot scale. It does not fit into the categories provided for shot scales."
7306872398215777537.mp4_scene_15,shot_scale_vlm_1b_04_tuple,"('WS', ""The shot captures multiple people walking through an indoor space with a focus on their movement and environment rather than any single subject."""
7306872398215777537.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from a surveillance camera and shows multiple subjects in motion within an indoor setting. However, due to the angle and partial obstruction of subjects, it is difficult to determine the exact shot scale with certainty."
7306872398215777537.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from a video with text overlays and logos, which makes it difficult to determine the exact shot scale without more context. However, based on the visible elements, it seems to be a medium shot or close-up as the subject is framed from the head up to the shoulders and takes up most of the frame."
7306872398215777537.mp4_scene_18,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with the background showing a group of people and trees.)"
7306872398215777537.mp4_scene_20,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows an outdoor setting with vehicles and buildings, but no discernible subject or focal point within the frame.)"
7306872398215777537.mp4_scene_21,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subject (the truck) is framed from the waist up and occupies most of the frame, with the background showing part of another truck and a flag.)"
7304841271166766337.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very blurry and lacks clear visual elements that would allow for a confident classification into one of the specified shot scales. The red hue and blurred nature make it difficult to discern any specific subject or focus within the frame."
7304841271166766337.mp4_scene_7,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot with a focus on the ground and debris, but it's difficult to determine the exact shot scale without more context or visual information about the subject."
7304841271166766337.mp4_scene_10,shot_scale_vlm_1b_09_tuple,"('uncertain', 'The image appears to be a close-up shot with text overlay, but it's difficult to determine the scale without more context or visual information about the subject matter.)"
7304841271166766337.mp4_scene_10,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot with a focus on text overlaying a dark background. However, without more context or visual elements, it's difficult to determine the exact shot scale."
7304841271166766337.mp4_scene_14,shot_scale_vlm_1b_09_tuple,"('CU', 'The shot focuses on a close-up view of a person's legs and feet as they walk through a tunnel, with the background showing more of the environment but not the full subject.)"
7304579698502192386.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a map with various countries and locations labeled, but it does not contain any discernible subject or focus within the frame. Therefore, it is difficult to classify the shot scale as there is no clear subject to determine its position in relation to the frame's boundaries."
7304579698502192386.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an aerial view of clouds with text overlaying it, making it difficult to determine a clear subject or focus within the frame.)"
7304579698502192386.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with the landscape and sky dominating the frame. However, without more context or a clearer view of the subject(s), it's difficult to determine if they are visible in the shot."
7304579698502192386.mp4_scene_13,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with people silhouetted against a sunset sky, but it's difficult to determine the exact shot scale due to the lack of clear visual elements and the potential for movement or focus changes."
7304579698502192386.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a cityscape with buildings and smoke in the background, but it's unclear if there is a specific subject or focus within the frame.)"
7304579698502192386.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a medium shot as it shows a building and some trees with text overlay. However, the focus on the text makes it difficult to determine the exact shot scale."
7304579698502192386.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a wide view of a burning building with smoke rising into the sky and text overlaid on the screen. However, it is unclear if there is a specific subject in focus or if the frame is dominated by the environment.)"
7304579698502192386.mp4_scene_18,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The provided image appears to be a screenshot from a video, but it does not show any discernible subject or focus within the frame. It displays a map with location names and some text, which suggests that the content is more about the setting rather than a specific shot scale."
7304579698502192386.mp4_scene_21,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a scene with debris and ruins, but it is difficult to determine the exact shot scale due to the lack of clear subjects or focal points within the frame.)"
7304579698502192386.mp4_scene_23,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, there are some faint lines and shapes that could potentially be interpreted as part of a design element or background detail. Without more context or visual information, it is difficult to confidently classify the shot scale."
7304579698502192386.mp4_scene_24,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on the text overlay and the night sky with lights.)"
7304352246119025922.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment. However, the presence of a bench in the background and the tiled floor suggests that there might be a subject or focal point outside the frame."
7304459465414298882.mp4_scene_2,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows an aerial view of a building with text overlays and no discernible subject or focus within the visible area.)"
7304459465414298882.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an aerial view of a building with text overlays, making it difficult to determine the specific shot scale without more context or visual cues.)"
7304459465414298882.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very blurry and lacks clear visual elements that would allow for a confident classification. There are no discernible subjects or focus points, making it difficult to determine the shot scale with certainty."
7304459465414298882.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a medium shot as it shows a person from the waist up and includes some background details, but the focus on the subject is not clear due to the low lighting and blurred features.)"
7303238806273068290.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken at night with low lighting conditions, making it difficult to discern specific details about the subject or their surroundings. The frame is mostly dark, and there are no clear subjects visible. Therefore, it is challenging to classify this shot scale definitively."
7303238806273068290.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot with the building and text taking up most of the frame, but it's difficult to determine if there is a subject in focus due to the lack of visible human figures or objects.)"
7303238806273068290.mp4_scene_7,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a close-up shot due to the limited visible area and focus on specific objects within the frame. However, without more context or additional visual information, it's challenging to accurately classify the shot scale.)"
7303238806273068290.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot, but it's difficult to determine the exact shot scale without more context or additional frames for comparison."
7303142438921702658.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background showing a sports field and stadium seating, indicating a medium close-up shot.)"
7302839195809189121.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale."
7301501906440981761.mp4_scene_13,shot_scale_vlm_1b_09_tuple,"('Empty', 'The shot focuses on an empty hole in the ground with no discernible subject or focus within it, only showing the surrounding environment and objects like pipes.)"
7301501906440981761.mp4_scene_14,shot_scale_vlm_1a_09_tuple,"('Wide shot', 'The frame shows an interior space with walls and a window, but no discernible subject or focal point within the frame; the background is more prominent than any potential subject.')
('Medium full shot', 'The frame captures a person from the knees up, with the focus on their body and the surrounding environment.')
('Uncertain', 'The image appears to be taken in an indoor setting, but it's difficult to determine if there is a clear subject or focal point due to the lack of context provided by the image itself.')"
7301501906440981761.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with the background dominating the scene, but it's difficult to determine the exact shot scale due to the lack of clear visual elements and the presence of text overlay."
7301501906440981761.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The provided image appears to be an aerial view with no discernible subject or focus, showing only the setting or environment. However, without more context or a clearer view of the content within the frame, it is difficult to accurately classify the shot scale."
7300966749761998082.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject (tank) occupies most of the frame from the knees up, with the background showing a portion of the tank and some surrounding environment.)"
7300966749761998082.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view of a location with some text overlay, but it is not clear enough to determine the shot scale definitively."
7300966749761998082.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view with a blurred background and foreground details that are not clear enough to confidently classify it into one of the specified shot scales."
7300966749761998082.mp4_scene_6,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only text and background elements.)"
7300966749761998082.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a text overlay on a blurred background, making it difficult to determine the shot scale with certainty. However, if we assume that the text is the main subject and the blurred background is the environment, then it could be classified as a Close up or Medium close up."
7300966749761998082.mp4_scene_8,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The provided image appears to be a screenshot from a video, which makes it difficult to determine the shot scale accurately. However, based on the visible elements, there seems to be no discernible subject or focus in the frame, and the background is not prominent. Therefore, the classification remains uncertain."
7300966749761998082.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken in a dimly lit corridor with a person partially visible at the end. However, due to low visibility and partial obstruction, it's challenging to determine the exact shot scale confidently."
7300966749761998082.mp4_scene_17,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as a specific shot scale."
7300023022516178177.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus, showing only the text and logo. However, without additional context or visual elements, it's difficult to determine if there is any background or setting present."
7299238025198898434.mp4_scene_11,shot_scale_vlm_1b_04_tuple,"('WS', ""The shot captures a large group of people from head to toe, with the background environment (city streets and buildings) being prominent but not the main focus."""
7299238025198898434.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot with a blurred background, but it's difficult to determine the exact shot scale without more context or visual information."
7299238025198898434.mp4_scene_20,shot_scale_vlm_1a_09_tuple,"('Close up', 'The shot focuses on the subject's hands and the gun, with minimal background details visible, making it difficult to determine the scale beyond a close-up.)"
7299238025198898434.mp4_scene_24,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot with a blurred background, making it difficult to determine the exact shot scale. However, given the limited information and the lack of clear visual elements, it is best to classify this as 'Uncertain'."
7299238025198898434.mp4_scene_25,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image shows a cloudy sky with no discernible subject or focus, only the setting and environment are visible.)"
7299238025198898434.mp4_scene_25,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty shot with no discernible subject or focus, showing only the sky and clouds. However, there are some text elements present in the image which could potentially be considered as part of the ""subject"" if interpreted as a message or caption. Therefore, it is difficult to definitively classify this shot scale without more context or visual information."
7299238025198898434.mp4_scene_36,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot with a blurred background, making it difficult to determine the exact shot scale. However, given the limited information and the presence of text overlay, it could potentially be classified as a Close up or Medium close up."
7298132249428364545.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background consisting of a podium and a microphone, indicating a medium close-up shot.)"
7297447656551451905.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The image shows two individuals from the waist up, with the background consisting of a news studio setting and a CNN logo, indicating that the shot is framed to capture both subjects in detail while also including some context about their environment. This classification is based on the visual elements present in the image, such as the positioning of the subjects and the inclusion of the news studio backdrop.)"
7297379615079714050.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject (tank) occupies a significant portion of the frame from the knees up, with the background including the Israeli flag and the sky providing context without overwhelming the main focus.)"
7295793486308101378.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a damaged building with debris and text overlaid, but it is unclear if there is a discernible subject or focus within the frame.)"
7295793486308101378.mp4_scene_4,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows an empty yard with various objects scattered around, but no discernible subject or focus within the shot.)"
7295793486308101378.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot with a focus on the surroundings and debris, but it is difficult to determine if there is a clear subject due to the lack of visible human figures or objects in the frame.)"
7295172273592339713.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up to the shoulders and takes up most of the frame, indicating a close-up shot that focuses on the person's face and upper body.)"
7295172273592339713.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view with a crosshair indicating a target, but it's unclear if there is a discernible subject or focus within the frame. The background dominates the scene, making it difficult to classify the shot scale accurately."
7295172273592339713.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Wide shot', 'The subject (tank) is visible in full with the background dominating them, indicating a wide shot where the tank is the main focus against the landscape.)"
7295172273592339713.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view with a blurred background and foreground, making it difficult to determine the exact shot scale."
7295172273592339713.mp4_scene_8,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view of a city with smoke and fire visible, but it is difficult to determine the exact shot scale due to the lack of clear subjects or focus points."
7295172273592339713.mp4_scene_12,shot_scale_vlm_1a_09_tuple,"('Empty', 'The image appears to be an aerial view of a hospital complex with various labels and text, but no discernible subject or focus within the frame. The background is the setting or environment of the hospital.)"
7295172273592339713.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view of a hospital complex with various labels indicating different departments and areas. However, without a clear subject or focal point within the frame, it is difficult to accurately classify the shot scale."
7295172273592339713.mp4_scene_14,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows only a document with text and no discernible subject or focus.)"
7295172273592339713.mp4_scene_17,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale."
7294994059897097473.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very dark and lacks any discernible subject or focus, making it difficult to classify with certainty."
7293342488759225602.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subjects are framed from the knees up, with the background showing the environment and a vehicle, indicating that the shot is not as wide as a wide shot but more encompassing than a close-up.)"
7293266381401754881.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with a clear focus on the individual's face and upper body against the natural background.)"
7293266381401754881.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on the person's face and upper body against the background of barbed wire and landscape.)"
7293266381401754881.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their face and upper body, indicating a close-up shot.)"
7292023312455077121.mp4_scene_11,shot_scale_vlm_1b_09_tuple,"('MCU', 'The shot focuses on the driver's face and upper body, with the background showing the car and part of the surroundings, but not enough to classify as a full shot or wider.)"
7292023312455077121.mp4_scene_20,shot_scale_vlm_1b_04_tuple,"('MCU', ""The subject's face and upper body are prominently featured, with their hands visible but not taking up most of the frame."""
7291324555233103106.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with the background showing a cityscape and sky.)"
7290776842250833153.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a close-up shot with a blurred foreground and a clear background, but it is difficult to determine the exact shot scale due to the lack of visible subjects and the presence of text overlay.)"
7290776842250833153.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a medium shot as it shows a person from the waist up and the background is somewhat visible, but the focus on the subject is not clear enough to confidently classify it.)"
7290776842250833153.mp4_scene_10,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a medium shot as it shows a subject from the waist up and captures some background details. However, the presence of multiple subjects in different positions makes it difficult to determine the exact shot scale.)"
7290776842250833153.mp4_scene_11,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image appears to be focused on the sky with a bright light source and some smoke trails, but there is no discernible subject or focus within the frame.)"
7290776842250833153.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The provided image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment. However, without additional context or visual elements that could provide more information about the scene, it is difficult to accurately classify the shot scale."
7290500266414132481.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject fills most of the frame from head to shoulders, with a clear focus on their face and upper body, indicating a close-up shot.)"
7290500266414132481.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an outdoor scene with trees and sky visible, but it's difficult to determine a specific subject due to motion blur and lack of focus on any particular element. Therefore, I am uncertain about the shot scale."
7289300995413249282.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject (the sign) takes up most of the frame from head to shoulders, with the background consisting of a tree and part of the sky.)"
7289300995413249282.mp4_scene_10,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale."
7288863058158472449.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a medium shot as it shows a building and some vegetation in the foreground, but there is no clear subject or focal point within the frame.)"
7288863058158472449.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on their face and upper body, indicating a close-up shot.)"
7288863058158472449.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a close-up shot with a focus on the ground and some scattered items, but it's difficult to determine the exact shot scale due to limited context and framing.)"
7288863058158472449.mp4_scene_7,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image shows a damaged building with some vegetation and a person's backpack visible in the foreground. However, it is unclear if the subject is fully visible from head to toe, or if there are any discernible subjects at all. Therefore, the shot scale cannot be confidently determined."
7288863058158472449.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with a focus on a damaged building and its surroundings. However, without more context or a clearer view of the subject matter, it's difficult to determine if there is a discernible subject or focus in the frame."
7288863058158472449.mp4_scene_13,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up view of a damaged structure with various objects scattered around it. However, without more context or a clearer view of the subject matter, it's challenging to accurately classify the shot scale."
7287823285566426369.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with a burning vehicle and smoke in the background. However, it is difficult to determine the exact shot scale due to the lack of clear visual elements and the presence of text overlay."
7287823285566426369.mp4_scene_4,shot_scale_vlm_1a_09_tuple,"('Wide shot', 'The subject is not clearly defined and the background dominates the frame with a cityscape and fire.)"
7287823285566426369.mp4_scene_8,shot_scale_vlm_1b_09_tuple,"('WS', 'The shot captures the vehicle and its occupants in full, with the background (street and buildings) providing context but not overwhelming the main subject.)"
7287823285566426369.mp4_scene_10,shot_scale_vlm_1b_09_tuple,"('uncertain', 'The image appears to be a close-up shot with text overlay and blurred background, making it difficult to determine the scale without more context or clearer focus on the subject.)"
7287823285566426369.mp4_scene_10,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot with a blurred background, but it's difficult to determine the exact shot scale due to the lack of clear visual elements and context."
7287823285566426369.mp4_scene_14,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'The image appears to be a close-up shot with a blurry background, making it difficult to determine the exact scale without more context or clearer visuals.)"
7287823285566426369.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an extreme close-up or close-up shot due to the limited visible area and focus on a specific object or subject. However, without more context or additional visual information, it is difficult to accurately classify the shot scale."
